n_fixed,fixed,n_fitted,max_error_pct,rms_error_pct,h_Q,h_u0,h_u1,a_d0,a_d1,h_d0,h_d1
2,c_Q+c_d1,5,0.35495186301306436,0.18253095207982561,2.7789116689875484,2.943320063663138,-0.03167503024190916,0.2615490402800218,0.24246232152094424,2.6853382319167567,-0.6631493755538469
2,c_u0+c_u1,5,0.06283847227888106,0.03231735945356847,2.793576326536627,2.90522583575971,-0.03157854169304032,0.25933031162894815,0.24227468224138937,2.659089200234942,-0.6580185776370069
2,c_u0+a_d0,5,0.8703253105316389,0.4628792365410723,2.776407811682326,2.90522583575971,-0.03162928657450835,0.2635365830624751,0.2417466523785665,2.6496609638442763,-0.6536776412761625
2,c_u0+a_d1,5,0.9201101823820279,0.4195412435925988,2.7852613976909217,2.90522583575971,-0.03160859637739859,0.258242617890348,0.24395430601509957,2.6625242967300835,-0.6628045830371799
2,c_u0+c_d0,5,0.5491552610229267,0.29454805488161384,2.780022816416796,2.90522583575971,-0.03162085216613875,0.261838281129388,0.24183213414651353,2.6525975022153876,-0.6546973127817172
2,c_u0+c_d1,5,0.6974335717161884,0.37084989074297375,2.799789073370154,2.90522583575971,-0.031574902626574294,0.25715763335698727,0.2435060357700295,2.6653644687232276,-0.6631493755538469
2,c_u1+a_d0,5,0.5292986942862954,0.3431998877370351,2.794007316853585,2.967431162308107,-0.03157854169304032,0.2635365830624751,0.24190383622708508,2.701813875015232,-0.6654788828230419
2,c_u1+a_d1,5,0.8757150702932481,0.4134403505604797,2.78427920552407,2.8670896663698007,-0.03157854169304032,0.25694140618160605,0.24395430601509957,2.633498171822536,-0.6568315724266646
2,c_u1+c_d0,5,0.03453607038206297,0.020473973501361396,2.7927342867196603,2.896740468649883,-0.03157854169304032,0.2590546441671522,0.24229081203249606,2.6525975022153876,-0.656710978439462
2,c_u1+c_d1,5,0.2810819477264359,0.13466439558618976,2.797364366823607,2.9347263524994123,-0.03157854169304032,0.2600764893874393,0.2423685190277149,2.682297159140802,-0.6631493755538469
2,a_d0+a_d1,5,0.8872989779735052,0.4144681021757674,2.7880598317956347,3.0344044471527774,-0.03179828363154502,0.2635365830624751,0.24395430601509957,2.758416705420214,-0.6822506279994413
2,a_d0+c_d0,5,0.8467611246903983,0.44729833463567636,2.7764392372193676,2.9089320963667045,-0.03163399425910181,0.2635365830624751,0.24174083707584113,2.6525975022153876,-0.6542530533120823
2,a_d0+c_d1,5,0.4246530564206097,0.24504613157062557,2.784964538593032,2.9577808733531925,-0.03168114934829406,0.2635365830624751,0.24184233850963804,2.6931279249837163,-0.6631493755538469
